train_loss,valid_loss,train_acc,valid_acc
0.34084585309028625,1.461108922958374,0.8279479742050171,0.5682950019836426
0.19485093653202057,0.7134612798690796,0.8952432870864868,0.6997866034507751
0.14318318665027618,0.8238740563392639,0.9214727282524109,0.7357125878334045
0.11832475662231445,0.8823846578598022,0.9320610165596008,0.6739981174468994
0.10157608240842819,0.9373492002487183,0.9431964755058289,0.6452454328536987
0.0845775157213211,1.5578819513320923,0.9522078037261963,0.6756580471992493
0.07869318872690201,0.813540518283844,0.9566812515258789,0.7275314331054688
0.06745204329490662,0.9367880821228027,0.9616374969482422,0.6977709531784058
0.05913335457444191,0.9647019505500793,0.9659178853034973,0.7090348601341248
0.05625085532665253,0.8397135138511658,0.9674626588821411,0.716386079788208
0.05005071684718132,1.0990921258926392,0.9713246822357178,0.6889969110488892
0.048278383910655975,1.1442549228668213,0.9719361662864685,0.6876927018165588
0.04609790816903114,1.669651985168457,0.9734809398651123,0.5987076163291931
0.03959127515554428,1.029487133026123,0.9786624908447266,0.6767251491546631
0.03879338875412941,1.650485873222351,0.9782440662384033,0.6346336007118225
0.03889726847410202,1.2797415256500244,0.9789199233055115,0.6972373723983765
0.03382343426346779,1.2143614292144775,0.9800141453742981,0.6992530226707458
0.03427968919277191,1.646992802619934,0.9801428914070129,0.5870879888534546
0.02897663414478302,1.0841881036758423,0.9833934307098389,0.7211287617683411
0.028046108782291412,1.1333087682724,0.9845842123031616,0.7232629656791687
0.030443374067544937,1.3076475858688354,0.9824922680854797,0.6872776746749878
0.029103461652994156,1.6190485954284668,0.984101414680481,0.6211169362068176
0.027177132666110992,0.9303483366966248,0.984680712223053,0.741878092288971
0.023054741322994232,0.9305342435836792,0.9867404699325562,0.7362461686134338
0.026510635390877724,0.9615345001220703,0.9843910932540894,0.7435380816459656
0.02204326167702675,1.4988490343093872,0.9873197674751282,0.6224804520606995
0.026079481467604637,1.1329097747802734,0.9854209423065186,0.7154375314712524
0.020734410732984543,1.0807604789733887,0.9891542196273804,0.7116433382034302
0.024152379482984543,1.0999836921691895,0.9863864779472351,0.7134218811988831
0.019459718838334084,1.3284131288528442,0.9885749220848083,0.6638012528419495
0.02229795977473259,1.285626769065857,0.9875450730323792,0.697178065776825
0.019988184794783592,1.0403884649276733,0.9882209300994873,0.7466208338737488
0.018981873989105225,1.1250483989715576,0.9891220331192017,0.7215437293052673
0.021588537842035294,1.2994192838668823,0.9895082116127014,0.6848470568656921
0.01704997941851616,0.9255275130271912,0.9899910092353821,0.7565212249755859
0.019267534837126732,1.37712562084198,0.9888002276420593,0.68680340051651
0.017088323831558228,1.0325465202331543,0.9900231957435608,0.7577661871910095
0.01486391481012106,1.1293514966964722,0.9915679693222046,0.7397438883781433
0.021430032327771187,1.2823566198349,0.9889289140701294,0.7268199920654297
0.014156901277601719,1.1931008100509644,0.9921794533729553,0.7130661606788635
0.016232583671808243,1.8057887554168701,0.9906989932060242,0.5736305713653564
0.015375562012195587,1.1846767663955688,0.9918254613876343,0.7180460095405579
0.01797904446721077,1.4909298419952393,0.9904415607452393,0.6702632308006287
0.013006724417209625,1.4831589460372925,0.9920507073402405,0.64862459897995
0.01879938133060932,0.9629322290420532,0.989669144153595,0.7600189447402954
0.012486404739320278,1.5536710023880005,0.9931449294090271,0.6484467387199402
0.0142075689509511,1.471000075340271,0.9920828938484192,0.6691368222236633
0.013848737813532352,1.441014051437378,0.991632342338562,0.6965259909629822
0.011158053763210773,1.504835844039917,0.9935311675071716,0.6913089752197266
0.016007989645004272,1.415008306503296,0.9913748502731323,0.7126511931419373
