train_loss,valid_loss,train_acc,valid_acc
0.4294363260269165,2.9365997314453125,0.8504464030265808,0.10754553228616714
0.2125994861125946,2.9325833320617676,0.921875,0.10754553228616714
0.17852479219436646,2.9736781120300293,0.933779776096344,0.10754553228616714
0.13568928837776184,5.886724948883057,0.944940447807312,0.10754553228616714
0.11270996183156967,4.407476902008057,0.9631696343421936,0.10754553228616714
0.09208769351243973,3.759833335876465,0.9661458134651184,0.10754553228616714
0.09673303365707397,3.6671526432037354,0.9627976417541504,0.15871639549732208
0.0699995905160904,2.649015426635742,0.9735863208770752,0.35732871294021606
0.07270628958940506,4.311476230621338,0.9717261791229248,0.3356461524963379
0.062063172459602356,5.864536285400391,0.980282723903656,0.14180399477481842
0.0795423835515976,3.9284090995788574,0.9720982313156128,0.17953166365623474
0.05880729854106903,2.270552396774292,0.9795386791229248,0.4622723460197449
0.0613015815615654,3.7208118438720703,0.9780505895614624,0.4856894910335541
0.05499596893787384,1.819786548614502,0.9813988208770752,0.559843897819519
0.049312785267829895,1.3114380836486816,0.9832589030265808,0.7415437698364258
0.059686046093702316,1.8182755708694458,0.9795386791229248,0.6366001963615417
0.061668761074543,2.306124210357666,0.9784226417541504,0.5585429072380066
0.05063019320368767,1.4891146421432495,0.9825148582458496,0.6882047057151794
0.03621480613946915,1.400217056274414,0.9869791865348816,0.7189939022064209
0.04590864107012749,1.551682710647583,0.9854910969734192,0.5572419762611389
0.04879274219274521,1.545565128326416,0.984002947807312,0.6370338201522827
0.04351367428898811,2.730717420578003,0.9832589030265808,0.6084128618240356
0.03804243355989456,1.7893584966659546,0.9862351417541504,0.5797918438911438
0.04224877804517746,2.613982677459717,0.9825148582458496,0.5546400547027588
0.04224018752574921,2.4648351669311523,0.9854910969734192,0.6981786489486694
0.03390533849596977,3.636866569519043,0.9877232313156128,0.5797918438911438
0.03621868044137955,2.3954591751098633,0.9873511791229248,0.5364267230033875
0.052244823426008224,2.339838743209839,0.9799107313156128,0.5333911776542664
0.031655699014663696,1.7124444246292114,0.9903273582458496,0.6192541122436523
0.042354196310043335,1.893174409866333,0.984375,0.5672159790992737
0.03423161059617996,1.9743033647537231,0.9910714030265808,0.5537727475166321
0.02739279344677925,2.139798879623413,0.9903273582458496,0.6062445640563965
0.03427937626838684,1.8728188276290894,0.9877232313156128,0.6448395252227783
0.030642351135611534,1.8209295272827148,0.9906994104385376,0.6808326244354248
0.05137834697961807,1.799149990081787,0.9828869104385376,0.5516045093536377
0.025701675564050674,1.6575709581375122,0.991815447807312,0.6548135280609131
0.046415988355875015,2.4402740001678467,0.984375,0.6279271245002747
0.04582618176937103,2.2051401138305664,0.9862351417541504,0.6409366726875305
0.028232330456376076,3.3008062839508057,0.9903273582458496,0.5689505934715271
0.022417863830924034,2.9206719398498535,0.992559552192688,0.48395490646362305
0.022128399461507797,1.409338116645813,0.9936755895614624,0.7701647877693176
0.029367273673415184,3.0540637969970703,0.9906994104385376,0.5277537107467651
0.02604547329246998,1.9442423582077026,0.9921875,0.6743278503417969
0.03630492463707924,2.8559932708740234,0.9873511791229248,0.5646140575408936
0.02563408762216568,3.518386125564575,0.9914434552192688,0.5164787769317627
0.02547493204474449,2.6851086616516113,0.9929315447807312,0.4882914125919342
0.025278916582465172,1.8851522207260132,0.992559552192688,0.6695576906204224
0.024763107299804688,2.496967077255249,0.9914434552192688,0.642237663269043
0.016141995787620544,1.4997719526290894,0.9940476417541504,0.676929771900177
0.029018018394708633,2.761195659637451,0.9899553656578064,0.5624458193778992
